X,a,b,c,d,e,f,g,h
8,3,0,1,2,0,2,1,0
7,8,7,13,4,12,6,3,4
6,2,20,25,40,14,6,7,5
5,26,105,75,128,176,71,137,18
4,146,13,118,250,192,93,36,105
3,52,220,941,90,116,911,226,34
2,14,11,78,430,330,51,17,52
1,1,77,27,48,46,55,33,2
