X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
6,1,0,2,0,0,0,0,0
5,1,0,1,0,1,0,3,1
4,0,1,6,1,6,6,4,0
3,1,7,20,40,62,43,40,18
2,10,35,38,78,96,174,333,229
1,34,190,144,29,68,167,1948,431
