X,a,b,c,d,e,f,g,h
8,3,15,12,9,31,41,8,1
7,1,9,20,54,41,17,15,6
6,12,28,36,34,43,69,30,7
5,13,16,53,56,55,21,21,13
4,9,22,36,42,31,21,19,6
3,5,7,19,25,9,9,8,6
2,5,4,8,6,7,8,5,4
1,0,1,3,5,5,2,2,1
