X,a,b,c,d,e,f,g,h
8,12,27,33,16,39,114,445,162
7,14,16,38,61,111,158,251,161
6,8,23,37,84,96,93,97,42
5,2,9,13,37,38,40,22,12
4,5,5,4,7,10,13,9,3
3,2,5,5,2,2,2,3,2
2,0,3,0,0,2,0,1,0
1,0,0,0,0,0,0,0,0
