X,a,b,c,d,e,f,g,h
8,2,1,2,4,4,1,0,0
7,6,7,5,2,5,4,1,2
6,7,27,21,22,10,15,6,8
5,17,25,38,39,41,29,29,9
4,12,15,45,58,37,22,20,13
3,11,23,50,51,50,76,37,11
2,3,6,14,55,47,20,10,12
1,0,8,14,18,18,30,9,0
