X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,373,291,77,7,50,573,434,558
6,400,322,270,256,356,287,744,500
5,332,276,250,311,342,329,283,380
4,122,131,131,114,137,127,90,96
3,38,38,31,39,22,32,16,24
2,6,10,10,11,11,2,3,3
1,0,0,0,0,0,0,0,0
