X,a,b,c,d,e,f,g,h
8,11,27,33,24,40,115,534,181
7,14,19,43,56,110,181,295,174
6,8,24,33,99,104,96,82,48
5,4,13,10,26,35,37,23,12
4,1,7,5,5,12,9,7,3
3,0,4,3,3,2,4,3,0
2,0,2,1,0,2,0,0,0
1,0,0,0,1,0,0,0,0
