X,a,b,c,d,e,f,g,h
8,0,0,9,2,10,8,2,1
7,0,3,2,12,17,10,5,1
6,0,5,7,7,10,10,3,2
5,3,5,6,11,12,5,3,3
4,2,4,5,13,13,9,4,3
3,0,7,12,3,6,3,4,1
2,3,2,1,5,2,2,1,1
1,0,0,3,2,3,2,1,1
