X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,7,7,10,14,8,2,6,4
6,27,20,15,23,8,17,14,20
5,68,56,63,89,77,61,80,53
4,121,141,103,113,121,175,153,165
3,114,148,87,31,71,146,219,205
2,105,71,28,2,8,122,144,126
1,0,0,0,0,0,0,0,0
