X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,2,1,5,4,1,4,4,2
6,19,11,29,61,40,37,17,34
5,163,168,245,696,705,197,191,153
4,678,566,962,1200,1246,826,427,417
3,1056,994,1000,451,776,671,1517,1276
2,2618,2494,924,40,289,2760,2681,2908
1,0,0,0,0,0,0,0,0
