X,a,b,c,d,e,f,g,h
8,2,3,13,17,10,21,2,1
7,2,14,18,22,29,13,25,3
6,6,12,20,16,25,21,16,3
5,5,10,17,15,23,17,6,3
4,5,5,7,20,18,8,7,6
3,2,7,12,9,8,8,3,3
2,2,7,4,5,5,7,2,2
1,0,6,3,3,5,2,3,1
