X,a,b,c,d,e,f,g,h
8,2,1,2,0,1,0,0,1
7,8,7,7,3,3,3,2,2
6,3,5,8,17,2,1,1,3
5,2,6,12,10,15,7,4,2
4,16,8,13,28,14,10,4,9
3,27,15,28,36,42,50,20,29
2,24,15,48,66,40,57,10,11
1,2603,456,838,1510,1209,2202,111,923
