X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,5573,5543,3316,2696,3048,5536,4619,5749
6,209,157,724,906,1665,14,1156,31
5,2,42,1058,1630,784,236,5,5
4,1,1,50,51,18,21,0,0
3,0,0,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
