X,a,b,c,d,e,f,g,h
8,0,2801,0,1,1,0,951,0
7,0,0,3,795,234,2,0,0
6,33,97,1901,14,3,3816,24,34
5,20,3,9,140,13,5,0,9
4,0,6,0,19,93,0,27,0
3,0,0,3,0,0,0,0,0
2,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0
