X,a,b,c,d,e,f,g,h
8,4,1,1,2,0,0,0,1
7,5,6,9,3,8,2,3,2
6,2,19,17,31,9,8,5,3
5,25,119,67,132,229,67,133,18
4,137,15,130,283,207,90,21,104
3,60,222,1253,79,106,1224,215,37
2,17,9,71,518,365,46,12,55
1,1,99,30,46,41,59,42,1
