X,a,b,c,d,e,f,g,h
8,0,0,2,1,0,1,1,0
7,2,3,6,2,3,4,6,4
6,1,7,4,8,7,9,4,7
5,5,6,10,6,9,9,13,7
4,6,9,19,24,32,22,21,11
3,5,16,20,27,31,32,33,28
2,6,10,20,22,22,34,62,15
1,2,7,6,13,15,24,26,20
