X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,6,7,9,4,4,0,6,2
6,19,17,13,21,6,14,19,17
5,41,46,38,58,55,45,50,43
4,88,79,60,73,82,110,108,120
3,64,83,44,19,36,87,130,120
2,45,36,9,1,4,64,75,63
1,0,0,0,0,0,0,0,0
