X,a,b,c,d,e,f,g,h
8,6,5,6,7,7,5,3,4
7,6,4,5,7,3,7,1,5
6,5,5,3,10,7,3,5,3
5,3,6,4,6,11,5,10,3
4,4,4,10,13,14,13,9,5
3,3,9,8,12,13,14,12,5
2,3,5,4,12,21,13,4,0
1,4,5,5,6,5,6,1,3
