X,a,b,c,d,e,f,g,h
8,0,2,1,2,2,0,0,0
7,1,3,6,2,3,2,4,1
6,2,4,1,1,7,3,9,1
5,2,6,10,11,9,11,9,3
4,3,6,11,11,15,13,15,8
3,6,6,12,13,23,21,24,14
2,6,7,7,16,11,21,33,11
1,1,3,5,6,11,10,13,6
