X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
6,0,0,7,0,0,1,0,0
5,0,52,0,26,118,7,50,0
4,18,0,27,447,37,17,0,36
3,63,148,3055,5,1,3510,115,30
2,3,0,24,605,371,2,0,1
1,0,1336,0,3,11,8,536,0
