X,a,b,c,d,e,f,g,h
8,4,1,1,0,1,1,0,1
7,3,3,7,1,7,6,4,2
6,1,8,12,24,8,6,4,1
5,17,106,39,130,217,44,138,11
4,130,11,129,321,195,80,18,104
3,77,249,1666,74,92,1633,225,35
2,16,6,72,612,395,29,8,55
1,0,138,23,44,49,55,64,1
