X,a,b,c,d,e,f,g,h
8,0,4,6,2,8,5,4,0
7,6,13,7,8,6,5,1,3
6,6,10,19,13,12,13,5,7
5,4,21,24,28,18,12,18,7
4,9,13,27,31,31,15,16,4
3,8,24,37,50,36,44,17,8
2,6,19,36,26,29,25,35,0
1,9,8,18,20,14,32,2,2
