X,a,b,c,d,e,f,g,h
8,2,3,3,1,7,5,3,0
7,3,10,1,3,4,8,3,0
6,8,10,21,8,13,4,5,4
5,6,16,18,19,20,11,17,5
4,8,8,22,24,31,14,15,6
3,5,16,26,24,34,40,11,4
2,4,11,25,16,26,17,24,0
1,5,8,9,12,13,27,0,3
