X,a,b,c,d,e,f,g,h
8,2,0,0,1,0,1,0,0
7,1,1,2,0,0,1,1,3
6,0,5,5,10,4,0,1,0
5,1,74,4,87,227,14,113,5
4,78,3,94,344,117,50,4,69
3,89,225,2590,37,44,2653,165,32
2,10,2,60,775,442,13,3,30
1,0,422,10,35,30,60,135,1
