X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,2906,2863,1041,161,604,4129,3036,3872
6,1617,985,1385,1610,1952,408,1981,1135
5,624,730,983,1354,1169,542,236,274
4,95,269,238,223,207,99,57,45
3,6,7,19,14,4,6,2,1
2,0,2,1,0,0,3,0,0
1,0,0,0,0,0,0,0,0
