X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,12,10,11,13,6,6,3,2
6,30,23,32,37,23,30,18,25
5,124,96,98,191,163,98,118,82
4,250,258,237,237,274,317,279,281
3,280,304,223,68,164,271,516,424
2,322,273,78,6,18,374,386,383
1,0,0,0,0,0,0,0,0
