X,a,b,c,d,e,f,g,h
8,22,44,57,136,66,46,5,2
7,49,70,216,177,208,70,46,8
6,25,114,101,100,77,111,59,30
5,44,32,55,44,45,43,52,36
4,21,38,28,26,24,37,26,35
3,16,17,15,10,17,11,10,14
2,31,18,11,10,10,8,4,11
1,11,4,9,6,1,2,2,4
