X,a,b,c,d,e,f,g,h
8,5,6,1839,12,13,470,2,13
7,29,919,31,511,1348,15,1548,24
6,108,93,92,430,464,183,85,27
5,20,6,187,36,36,234,19,65
4,6,128,13,15,33,10,191,7
3,6,4,1,4,1,2,0,25
2,0,3,2,1,0,3,0,2
1,2,0,0,1,0,1,0,0
