X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,759,613,194,20,107,1081,850,1134
6,690,554,457,443,624,426,1170,768
5,494,445,424,534,511,454,365,439
4,157,201,203,179,214,160,111,106
3,26,51,38,40,24,34,13,28
2,4,3,12,9,6,2,3,3
1,0,0,0,0,0,0,0,0
