X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,12,4,12,14,3,9,4,4
6,38,28,33,51,43,52,15,40
5,170,146,180,369,370,153,167,140
4,452,403,441,497,503,523,389,435
3,574,622,447,149,326,455,971,826
2,824,701,237,16,60,904,916,939
1,0,0,0,0,0,0,0,0
