X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,901,744,240,24,135,1317,1018,1372
6,818,632,527,517,754,452,1282,848
5,541,511,485,633,594,496,396,428
4,172,239,225,194,223,167,103,122
3,24,48,34,43,30,28,9,32
2,7,2,15,9,3,4,2,2
1,0,0,0,0,0,0,0,0
