X,a,b,c,d,e,f,g,h
8,7,6,48,37,36,56,5,2
7,4,46,34,72,63,23,112,8
6,28,30,49,45,65,67,31,21
5,13,16,35,39,45,34,18,7
4,19,25,32,39,39,24,10,15
3,7,11,15,23,21,10,5,8
2,6,20,7,4,6,10,2,2
1,3,6,3,7,5,6,1,0
