X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,7,6,6,3,5,5,4,5
6,20,19,13,17,6,14,16,19
5,40,52,34,50,50,39,54,43
4,93,65,55,61,68,94,95,115
3,58,79,46,19,30,72,113,102
2,40,34,6,2,3,57,63,54
1,0,0,0,0,0,0,0,0
