X,a,b,c,d,e,f,g,h
8,2,3,8,3,5,8,2,0
7,7,14,16,10,6,7,5,3
6,11,35,23,21,20,14,8,17
5,13,31,35,38,30,24,33,10
4,12,19,58,63,48,48,24,13
3,13,42,72,124,112,84,38,29
2,12,72,66,72,69,45,139,9
1,11,29,54,30,29,82,7,3
