X,a,b,c,d,e,f,g,h
8,27,10,953,24,42,284,4,15
7,33,848,47,538,980,35,1286,28
6,144,89,154,321,456,225,118,63
5,19,33,148,55,49,174,37,51
4,11,87,25,39,35,19,102,19
3,12,3,9,7,5,1,2,29
2,5,9,6,1,2,2,4,6
1,2,0,0,2,1,2,0,1
