X,a,b,c,d,e,f,g,h
8,2,5,2155,9,8,536,3,9
7,27,869,23,466,1416,11,1607,18
6,101,96,70,438,442,154,75,20
5,19,4,201,30,22,236,17,82
4,4,154,8,12,32,8,230,4
3,4,2,3,4,2,0,2,19
2,0,2,3,0,0,1,1,5
1,1,0,0,1,0,0,0,0
