X,a,b,c,d,e,f,g,h
8,0,0,11,16,3862,2,1869,5
7,0,0,1,1,2,3,1,0
6,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
