X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,428,337,96,8,57,640,491,642
6,447,349,299,289,390,310,821,537
5,360,302,274,348,361,352,288,399
4,130,146,145,126,142,136,94,102
3,40,38,34,38,26,31,14,24
2,5,14,12,10,8,1,2,5
1,0,0,0,0,0,0,0,0
