X,a,b,c,d,e,f,g,h
8,10,30,32,26,35,122,623,201
7,15,16,47,64,123,201,303,188
6,9,21,40,93,98,108,75,44
5,7,8,9,22,33,41,20,15
4,0,5,5,4,8,6,6,3
3,0,3,3,2,1,3,3,0
2,0,2,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0
