X,a,b,c,d,e,f,g,h
8,6,56,31,32,85,94,33,2
7,13,20,68,299,151,56,49,56
6,48,164,255,74,123,499,128,26
5,74,16,169,149,150,91,21,76
4,35,65,87,70,106,74,79,28
3,7,26,27,42,23,10,8,5
2,4,6,14,10,6,10,1,1
1,4,1,2,1,0,1,0,1
