X,a,b,c,d,e,f,g,h
8,0,1,1,1,0,0,0,0
7,0,0,0,2,2,1,2,0
6,0,4,2,4,2,3,2,1
5,1,3,5,2,2,8,2,2
4,0,2,3,1,5,5,3,2
3,1,2,4,6,2,7,0,0
2,1,1,1,1,2,2,2,1
1,0,0,1,1,2,4,1,0
