X,a,b,c,d,e,f,g,h
8,5,2,2,6,2,1,6,2
7,4,6,10,3,5,6,1,3
6,2,4,5,9,3,6,5,0
5,4,1,5,2,15,5,7,5
4,2,5,6,10,8,7,4,5
3,3,7,4,7,5,7,4,2
2,2,2,6,7,16,7,2,1
1,3,5,2,2,3,6,2,1
