X,a,b,c,d,e,f,g,h
8,2,2,15,20,15,24,3,1
7,2,13,17,23,30,16,31,4
6,11,10,22,18,27,26,18,3
5,10,9,24,16,23,14,5,3
4,4,4,11,22,16,9,10,6
3,1,5,15,13,9,6,4,5
2,3,5,2,6,5,6,3,2
1,0,6,4,7,5,1,3,1
