X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,11,5,9,13,4,7,1,4
6,39,27,30,61,37,53,13,39
5,172,153,181,390,397,158,178,139
4,470,429,469,525,547,547,395,434
3,617,668,476,167,350,486,1021,873
2,911,780,269,17,66,990,1014,1061
1,0,0,0,0,0,0,0,0
