X,a,b,c,d,e,f,g,h
8,19,23,19,14,14,8,5,8
7,50,46,44,39,24,16,13,27
6,33,25,34,38,14,17,11,15
5,27,30,27,32,31,10,19,19
4,19,29,26,30,38,22,13,12
3,22,28,37,54,63,47,27,18
2,24,38,73,98,82,56,27,24
1,78,105,134,167,170,136,51,56
