X,a,b,c,d,e,f,g,h
8,0,1,0,0,1,0,0,0
7,0,1,1,1,0,2,2,0
6,4,3,0,6,7,3,1,2
5,1,10,7,10,17,9,12,4
4,0,12,30,40,43,31,23,12
3,7,11,45,65,71,82,68,44
2,8,11,26,49,82,92,161,98
1,8,20,15,16,31,59,183,73
