X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
5,0,0,0,3,0,0,0,0
4,24,0,13,36,1,0,7,0
3,0,41,0,9,4,14,1,0
2,0,0,120,28,42,0,0,0
1,0,0,7,4933,0,0,0,0
