X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
5,0,3,3,140,210,2,1,0
4,2,15,2148,2818,2312,154,0,5
3,20,85,176,134,237,23,881,5
2,5767,5673,3336,2004,2690,5590,4907,5779
1,0,0,0,0,0,0,0,0
