X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,3,2,0,0,0,0,0
6,0,3,0,4,2,4,1,0
5,6,4,5,6,10,4,12,3
4,4,9,22,25,38,26,12,12
3,2,18,41,73,102,103,82,39
2,9,22,50,76,122,184,306,215
1,17,55,39,24,39,105,635,221
