X,a,b,c,d,e,f,g,h
8,5,19,22,11,46,72,13,7
7,3,15,35,126,60,34,35,11
6,25,62,75,41,74,159,62,16
5,24,30,108,87,78,51,25,37
4,25,37,59,49,50,44,38,10
3,6,17,27,24,13,15,8,7
2,5,4,10,4,9,8,4,1
1,1,1,5,3,6,0,1,1
