X,a,b,c,d,e,f,g,h
8,6,7,5,3,12,2,5,3
7,12,8,10,9,13,9,2,4
6,4,6,11,13,16,9,6,10
5,9,15,17,14,21,8,11,13
4,4,15,17,24,24,19,25,20
3,4,20,25,43,29,33,19,12
2,7,10,25,41,44,21,7,4
1,7,12,15,20,14,8,3,5
