X,a,b,c,d,e,f,g,h
8,1,6,31,4367,36,1,0,0
7,0,1,349,103,146,4,1,0
6,2,172,10,66,2,53,8,0
5,132,2,12,50,13,6,5,8
4,7,6,2,5,9,1,1,7
3,1,0,2,1,0,0,1,2
2,0,5,0,0,0,0,0,0
1,1,0,0,0,0,0,1,2
