X,a,b,c,d,e,f,g,h
8,1,2,21,23,17,26,3,2
7,2,17,16,27,40,19,41,4
6,10,15,29,22,38,34,17,2
5,8,10,19,20,28,16,4,4
4,6,14,12,29,18,11,9,5
3,5,8,12,12,8,6,3,6
2,2,6,4,8,6,7,3,3
1,0,7,6,6,2,2,1,1
