X,a,b,c,d,e,f,g,h
8,20,51,50,115,57,48,5,2
7,32,67,181,145,179,64,40,9
6,30,110,85,95,71,102,56,32
5,44,27,44,42,43,44,49,32
4,25,30,21,27,25,36,29,24
3,18,16,19,14,12,13,12,12
2,32,16,8,13,5,6,5,16
1,7,2,14,4,3,2,1,6
