X,a,b,c,d,e,f,g,h
8,23,10,1128,17,33,308,3,16
7,32,872,47,560,1069,26,1352,26
6,142,92,149,349,464,234,110,54
5,19,20,158,54,53,190,37,49
4,12,92,24,35,30,14,117,14
3,8,6,5,9,5,4,2,29
2,2,6,5,0,1,3,3,4
1,1,0,1,1,1,1,0,1
