X,a,b,c,d,e,f,g,h
8,18,16,18,12,6,10,8,7
7,38,39,18,28,21,12,15,14
6,26,31,18,13,16,14,12,10
5,15,20,22,16,13,8,10,9
4,17,18,24,15,25,16,7,10
3,18,19,22,23,37,21,11,11
2,14,32,32,54,48,33,24,17
1,30,31,54,49,55,44,24,27
