X,a,b,c,d,e,f,g,h
8,7,15,13,15,32,87,218,75
7,7,15,37,55,84,108,201,114
6,9,21,23,79,95,104,71,50
5,3,11,15,30,39,39,28,12
4,4,9,12,15,8,15,11,5
3,3,3,4,10,3,1,4,3
2,3,1,3,1,0,1,1,1
1,1,0,0,0,0,0,0,0
