X,a,b,c,d,e,f,g,h
8,2,3,5,7,3,0,0,1
7,10,15,20,11,13,6,2,6
6,7,3,12,37,5,3,2,4
5,8,9,18,16,33,15,12,4
4,16,13,19,36,26,29,8,23
3,44,31,42,60,72,78,38,45
2,33,32,88,125,78,84,18,8
1,1824,492,861,1499,1207,1700,142,637
