X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,10,7,4,3,4,2,3,3
6,11,12,4,10,4,11,9,14
5,23,22,19,29,31,26,39,33
4,46,35,32,34,38,59,61,58
3,31,46,23,10,17,45,68,52
2,23,18,4,0,2,30,29,30
1,0,0,0,0,0,0,0,0
