X,a,b,c,d,e,f,g,h
8,1592,520,851,1035,1026,1440,173,496
7,66,39,108,123,91,105,21,21
6,39,40,50,40,61,55,38,28
5,26,30,31,38,41,43,11,17
4,26,23,47,30,36,26,15,4
3,11,12,7,15,8,9,2,5
2,25,18,25,23,14,5,4,6
1,3,4,2,2,2,1,0,0
