X,a,b,c,d,e,f,g,h
8,0,0,0,0,0,0,0,0
7,0,0,1,0,0,0,0,0
6,0,0,1,0,0,0,1,0
5,2,3,4,1,6,1,1,1
4,2,10,15,24,21,23,11,6
3,5,9,35,66,87,84,76,34
2,18,37,46,78,113,195,347,234
1,25,100,72,27,47,144,1083,355
