X,a,b,c,d,e,f,g,h
8,1,1,0,1,1,1,0,1
7,1,1,5,0,2,4,3,1
6,2,6,4,3,5,6,9,0
5,4,7,7,11,11,10,9,4
4,2,9,8,12,19,11,19,7
3,3,6,14,14,25,25,25,13
2,8,11,6,17,19,30,33,17
1,2,4,6,6,8,9,14,8
