X,a,b,c,d,e,f,g,h
8,0,3,1,0,1,0,0,1
7,6,3,3,3,1,2,2,1
6,2,3,2,14,2,0,1,2
5,4,5,11,8,15,6,3,1
4,11,9,4,21,10,9,1,5
3,21,13,33,29,28,39,18,23
2,20,13,38,56,24,49,9,7
1,2918,437,778,1434,1180,2340,97,1039
