X,a,b,c,d,e,f,g,h
8,7,9,5,9,6,8,6,9
7,7,10,8,14,13,4,7,8
6,1,6,5,4,7,6,3,4
5,9,4,8,7,7,3,5,1
4,9,12,7,2,9,2,9,3
3,18,9,11,7,2,5,8,8
2,14,9,8,6,1,6,8,5
1,10,5,8,4,4,9,5,3
